time_iso,time_ms,symbol,side,price,qty,notional_quote,fee_quote,cash_quote_after,pos_base_after,equity_quote_after,equity_jpy_after,reason
2025-12-19 15:00:00 UTC,1766156400000,BTCUSDT,BUY,87995.84593499999,0.0001894028802107074,16.666666666666668,0.008333333333333335,49.991666666666674,0.0001894028802107074,67.50802383431332,10126.203575146998,ma_cross_up_buy
2025-12-23 10:00:00 UTC,1766484000000,BTCUSDT,SELL,87572.122035,0.0001894028802107074,16.586412139592554,0.008293206069796277,66.56978560018943,0.0,66.56978560018943,9985.467840028416,ma_cross_down_sell
2025-12-26 05:00:00 UTC,1766725200000,BTCUSDT,BUY,89041.07828999999,0.00018690751189966704,16.64244640004736,0.008321223200023679,49.91901797694205,0.00018690751189966704,67.20459849244706,10080.68977386706,ma_cross_up_buy
2025-12-27 05:00:00 UTC,1766811600000,BTCUSDT,SELL,87462.247,0.00018690751189966704,16.34735097192412,0.008173675485962059,66.25819527338021,0.0,66.25819527338021,9938.729291007032,ma_cross_down_sell
2025-12-28 14:00:00 UTC,1766930400000,BTCUSDT,BUY,87953.955,0.00018833205190539815,16.564548818345052,0.008282274409172527,49.68536418062598,0.00018833205190539815,67.10268900494101,10065.403350741151,ma_cross_up_buy
2025-12-28 19:00:00 UTC,1766948400000,BTCUSDT,SELL,87476.989625,0.00018833205190539815,16.474720950583475,0.008237360475291737,66.15184777073416,0.0,66.15184777073416,9922.777165610125,ma_cross_down_sell
2025-12-29 01:00:00 UTC,1766970000000,BTCUSDT,BUY,88489.792785,0.00018689118170798688,16.53796194268354,0.008268980971341771,49.60561684707928,0.00018689118170798688,66.88968711379732,10033.453067069599,ma_cross_up_buy
2025-12-30 01:00:00 UTC,1767056400000,BTCUSDT,SELL,87264.575885,0.00018689118170798688,16.308979708393945,0.008154489854196973,65.90644206561903,0.0,65.90644206561903,9885.966309842855,ma_cross_down_sell
2025-12-30 18:00:00 UTC,1767117600000,BTCUSDT,BUY,88348.152,0.0001864963798722667,16.476610516404758,0.00823830525820238,49.42159324395607,0.0001864963798722667,66.66915144730304,10000.372717095455,ma_cross_up_buy
2026-01-01 05:00:00 UTC,1767243600000,BTCUSDT,SELL,87660.537805,0.0001864963798722667,16.348372958288476,0.008174186479144238,65.7617920157654,0.0,65.7617920157654,9864.26880236481,ma_cross_down_sell
2026-01-02 01:00:00 UTC,1767315600000,BTCUSDT,BUY,88684.209945,0.00018538190749105567,16.44044800394135,0.008220224001970675,49.31312378782208,0.00018538190749105567,66.4576133564099,9968.642003461484,ma_cross_up_buy
