time_iso,time_ms,symbol,side,price,qty,notional_quote,fee_quote,cash_quote_after,pos_base_after,equity_quote_after,equity_jpy_after,reason
2010-10-14 00:00:00 UTC,1287014400000,^N225,BUY,9593.093275390624,0.00173736105635729,16.666666666666668,0.01666666666666667,49.983333333333334,0.00173736105635729,140.44927087504823,21067.390631257233,ma_cross_up_buy
2010-10-28 00:00:00 UTC,1288224000000,^N225,SELL,9356.664243164063,0.00173736105635729,16.255904073484,0.016255904073484,66.22298150274385,0.0,66.22298150274385,9933.447225411577,ma_cross_down_sell
2010-11-10 00:00:00 UTC,1289347200000,^N225,BUY,9840.35005078125,0.0016824345973720275,16.555745375685962,0.01655574537568596,49.6506803816822,0.0016824345973720275,137.25654828515695,20588.48224277354,ma_cross_up_buy
2011-03-22 00:00:00 UTC,1300752000000,^N225,SELL,9598.7119921875,0.0016824345973720275,16.149205145866027,0.016149205145866027,65.78373632240236,0.0,65.78373632240236,9867.560448360355,ma_cross_down_sell
2011-07-14 00:00:00 UTC,1310601600000,^N225,BUY,9946.056237304687,0.0016535130797789785,16.44593408060059,0.01644593408060059,49.321356307721175,0.0016535130797789785,135.42125503189925,20313.188254784887,ma_cross_up_buy
2011-08-15 00:00:00 UTC,1313366400000,^N225,SELL,9077.32374609375,0.0016535130797789785,15.009473543554332,0.015009473543554332,64.31582037773195,0.0,64.31582037773195,9647.373056659793,ma_cross_down_sell
2012-02-01 00:00:00 UTC,1328054400000,^N225,BUY,8818.599829101562,0.001823300229745328,16.078955094432988,0.016078955094432988,48.22078632820453,0.001823300229745328,143.16165316781087,21474.24797517163,ma_cross_up_buy
2012-05-18 00:00:00 UTC,1337299200000,^N225,SELL,8602.698260742187,0.001823300229745328,15.685301715240962,0.015685301715240962,63.890402741730256,0.0,63.890402741730256,9583.56041125954,ma_cross_down_sell
2012-08-28 00:00:00 UTC,1346112000000,^N225,BUY,9042.323329101562,0.0017664266255583662,15.972600685432564,0.015972600685432565,47.90182945561226,0.0017664266255583662,139.88123707214976,20982.185560822465,ma_cross_up_buy
2012-10-24 00:00:00 UTC,1351036800000,^N225,SELL,8945.345504882813,0.0017664266255583662,15.801296474643847,0.015801296474643848,63.68732463378146,0.0,63.68732463378146,9553.09869506722,ma_cross_down_sell
